ID,name,latitude,longitude,rdc,Column1
64383,CRTZ FCANYON,40.186501,-116.622368,0, 
66362,STOFFER,40.189667,-111.62281,0,Sierra Pacific Power Co
66691,ST0F2,40.189667,-111.62281,0,Sierra Pacific Power Co
66694,STOF,40.189667,-111.62281,0,Sierra Pacific Power Co
64569,CORTEZ2,40.199619,-116.613457,0, 
64067,LONE_MT,40.203159,-118.518356,0, 
64568,CORTEZ3,40.208279,-116.614807,0, 
66485,TANNER,40.211987,-111.630234,0,Sierra Pacific Power Co
66486,TANNER,40.211987,-111.630234,0,Sierra Pacific Power Co
65459,DUCHESNE,40.213402,-110.388649,0,Sierra Pacific Power Co
65458,BLUEBENCH,40.216343,-110.303642,0,Sierra Pacific Power Co
64715,COAL CYN,40.23098,-118.396049,0, 
64387,CRTZ S PIPE,40.236912,-116.717712,0, 
64655,CROSSROADS,40.237549,-116.718277,0, 
64690,EGL PICH,40.246769,-118.390823,0, 
66590,UPALCO,40.254486,-110.144592,0,Sierra Pacific Power Co
66591,UPALCOPS,40.254486,-110.144592,0,Sierra Pacific Power Co
65457,DGUPLCO,40.254745,-110.144081,0,Sierra Pacific Power Co
67256,MOONLAK1,40.254745,-110.144081,0,Sierra Pacific Power Co
65371,COVETP,40.261368,-110.025589,0,Sierra Pacific Power Co
64175,CRTZ PIPE,40.261421,-116.720093,0, 
67149,VINEYARD,40.284683,-111.735397,0,Sierra Pacific Power Co
64687,ROCHESTR,40.28487,-118.211372,0, 
